28,Microsoft PowerPoint は、マイクロソフトがWindows、macOS、iOSおよびAndroid向けに開発・販売しているMicrosoft Officeに含まれるプレゼンテーションソフトウェアである。,2023-08-03 15:30:45
29,AWS（Amazon Web Services）とは、アマゾンが提供するクラウドサービスの総称です。具体的なサービスとしては、仮想サーバーを提供する「Amazon Elastic Compute Cloud」（EC2）やストレージを提供する「Amazon S3」、データベースである「Amazon Aurora」などがあります。,2023-08-03 15:30:45
30,読書（どくしょ）は、本を読むこと。特に好んで読む本を愛読書、また本を読む人は読者と呼ぶ。,2023-08-03 15:30:45
31,Oracleとは、主にデータベースソフトウェアを開発・提供しているアメリカのソフトウェア企業の名称である。 あるいは、同社が販売しているリレーショナルデータベース管理システム（RDBMS）である「Oracle Database」の通称である。,2023-08-03 15:30:45
32,ITマネジメント は、企業のすべての情報技術リソースがそのニーズと優先順位に従って管理される分野である。これらのリソースには、コンピューターハードウェア、ソフトウェア、データ、ネットワーク、データセンター施設などの具体的な投資、およびそれらを維持するために雇用されたスタッフが含まれる場合がある。,2023-08-03 15:30:45
33,Microsoft SharePoint とは、マイクロソフト社が提供する、コラボレーションやドキュメント管理等を行うためのソフトウェア製品。SharePointを用いると、ユーザは共有されたワークスペースやドキュメントに対してウェブブラウザやMicrosoft Officeからアクセスできるほか、Wikiやブログなどのようなアプリケーションもホストすることができる。2001年に初版が提供開始された。,2023-08-03 15:30:45
34,正規表現 は、文字列の集合を一つの文字列で表現する方法の一つである。正則表現 とも呼ばれ、形式言語理論の分野では比較的こちらの訳語の方が使われる。まれに正則式 あるいは正規式 と呼ばれることもある。,2023-08-03 15:30:45
35,Expo（エクスポ）は、モバイルアプリケーションの開発を支援するオープンソースのフレームワークおよびプラットフォームです。主にReact Nativeをベースにしており、ネイティブアプリを簡単に開発するためのツールやサービスを提供します。,2023-08-03 15:30:45
36,SSDとは、高速ストレージの事。 高速のストレージといえばHDDがあるが、SSDはHDDのようにディスクを持たない。 そのため、データの読み書きの際に読み取り装置をディスク上で移動させる時間や、ディスク上の目的のデータがヘッド位置まで回転してくる時間が存在しないので、HDDと比較しても更に高速のストレージとなっている。,2023-08-03 15:30:45
37,Netlifyはサンフランシスコをベースとするクラウドコンピューティングの企業である。静的ウェブサイトのためのホスティングサービスとサーバーレスのバックエンドサービスを提供している。,2023-08-03 15:30:45
38,Bash(バッシュ)はUnixシェルかつコマンド言語であり、GNUプロジェクトにおけるBourne Shellのフリーソフトウェアによる代替としてブライアン・フォックスによって作成された。Bashは1989年に初めてリリースされ、ほとんどのLinuxディストリビューションのデフォルトのログインシェルとして広く普及している。Windows 10におけるWindows Subsystem for Linuxでも利用可能である。,2023-08-03 15:30:45
39,obniz（オブナイズ）は株式会社obnizによって開発された、ファームウェアレスの IoTシステムである。本稿では、obniz公式デバイスである「obniz Board」についても合わせて記述する。コンセプトは、「Make Everything Online」である。,2023-08-03 15:30:45
40,ユニバーサル・シリアル・バス は、コンピュータ等の情報機器に周辺機器を接続するためのシリアルバス規格の1つ。ユニバーサル（汎用）の名の示す通り、ホスト機器にさまざまな周辺機器を接続するためのペリフェラルバス規格であり、最初の規格となるUSB 1.0は1996年に登場した。現在のパーソナルコンピュータ周辺機器において、最も普及した汎用インターフェース規格である。,2023-08-03 15:30:45
41,「新人プログラマ応援」は、新しくプログラミングの世界に足を踏み入れたばかりの初心者のプログラマを支援するための取り組みやリソースを指す言葉です。プログラミングは、初めて学ぶ人にとっては難しいことも多く、学習の際には専門的な知識やスキルが必要です。そこで、新人プログラマ応援の目的は、初心者がスムーズに学習し、成長できるように支援することです。,2023-08-03 15:30:45
42,TensorFlow Lite は、モバイル、マイクロコントローラ、その他のエッジデバイスにモデルをデプロイするためのモバイル ライブラリです。,2023-08-03 15:30:45
43,GitHub（ギットハブ）は、ソフトウェア開発のプラットフォームであり、ソースコードをホスティングする。コードのバージョン管理システムにはGitを使用する。Ruby on RailsおよびErlangで記述されており、アメリカのカリフォルニア州サンフランシスコ市に拠点を置くGitHub社によって保守されている。主な開発者はクリス・ワンストラス、P.J.ハイエット、トム・プレストン・ワーナーである。,2023-08-03 15:30:45
44,型推論 とはプログラミング言語の機能の1つで、静的な型付けを持つ言語において、変数や関数シグネチャの型を明示的に宣言しなくても、変数宣言における初期化のための初期値や、関数呼び出しにおける実引数などといった、周辺情報および文脈などから自動的に（暗黙的に）各々の型を決定する機構のこと。言語によってはtype deductionと呼ばれることもある。,2023-08-03 15:30:45
45,RNN（Recurrent Neural Network：再帰型ニューラルネットワーク）とは、ディープニューラルネットワークのアルゴリズムの一つで、ネットワーク内部に再帰構造を持つという特徴がある。 LSTMという拡張バージョンが有名だ。 主に自然言語処理や時系列データの識別・生成で使う。,2023-08-03 15:30:45
46,ECSは、AWSが提供するマネージド型のDockerコンテナサービスです。 マネージドとは、その言葉のとおり「管理された」サービスを指します。 つまり、OSやソフトウェアなどの運用や保守はクラウドサービス提供者側で管理します。 そのため、大幅な運用コストの削減が可能です。,2023-08-03 15:30:45
47,モデル（model）とは、一般的に模型や模範を意味し、特に数学では対象となる事象の本質や仕組みを簡潔に表現する数式／理論（＝数理モデル）を意味するが、機械学習においては、学習後の具体的な計算式／計算方法を指す。「学習済みモデル（Learned model、学習モデル）」「トレーニング済みモデル（Trained model、訓練済みモデル）」とも呼ばれる。,2023-08-03 15:30:45
48,「MAMP（マンプ）」とは、MacOSまたはWindowsのコンピューターにWeb開発のローカル開発環境を構築できるソフトウェアです。 Macintosh、Apache、MySQL、PHPの4つの頭文字をつなげたものが名称となっています。,2023-08-03 15:30:45
49,Google Tag Manager（GTM）は、ウェブサイトやアプリにトラッキングコードやスクリプトを簡単に管理・配置できるGoogleのツールです。プログラミング知識不要で、マーケティングやアナリティクスのトラッキングを容易に実装できます。新しいタグの追加や変更を素早く行い、タグの管理を中央集権化し、ウェブサイトのパフォーマンスデータを収集し分析するプロセスを効率化します。,2023-08-03 15:30:45
50,QRコード（キューアールコード）は、1994年（平成6年）に日本・愛知県の自動車部品メーカーであるデンソーの開発部門（現在は分社化してデンソーウェーブ）が発明したマトリックス型二次元コードである。データ読み取りや店頭決済用コードとして世界中で多用されている。,2023-08-03 15:30:45
51,JavaScript（ジャバスクリプト）は、プログラミング言語であり、HyperText Markup Language（HTML）やCascading Style Sheets（CSS）と並ぶ　World Wide Web（WWW）の中核技術の一つである。,2023-08-03 15:30:45
52,Metabaseとは、Metabaseプロジェクトによって開発されているオープンソースソフトウェアのデータ可視化ツールです。 データ可視化ツールはダッシュボードソフトウェア・BIツールとも呼ばれています。 Metabaseで可視化したデータを分析に役立てることができます。,2023-08-03 15:30:45
53,Apache HTTP Server は、Apache License2.0の条件でリリースされるフリーでオープンソースのクロスプラットフォームのWebサーバソフトウェアである。Apache はApacheソフトウェア財団の支援のもと、開発者のオープンコミュニティによって開発・保守されている。,2023-08-03 15:30:45
54,Route 53 はDNS (ドメインネームサービス)のフルマネージドサービスです。 Amazon Route 53 で管理しているドメインを参照し、レコード(IP アドレスなど)に紐づくデータを取得することができます。,2023-08-03 15:30:45
55,REST APIとは、Webシステムを外部から利用するためのプログラムの呼び出し規約（API）の種類の一つで、「REST」（レスト）と呼ばれる設計原則に従って策定されたもの。 RESTそのものは適用範囲の広い抽象的なモデルだが、一般的にはRESTの考え方をWeb APIに適用したものをREST APIと呼んでいる。,2023-08-03 15:30:45
56,Command Line Interfaceの略。 キーボードを用いて入力を行い、文字によってコンピューターを操作するユーザーインターフェース。 グラフィカルユーザーインターフェース (GUI) の対義語として使われる。,2023-08-03 15:30:45
57,AWS SDKとはAWSのサービスをプログラムなどから操作できるようにするための開発キットです。 AWS SDKを使用することで既製のブラウザ等のWebアプリケーションを介さずに直接AWSサービスとやり取りできるアプリケーションを開発することが可能です。,2023-08-03 15:30:45
58,Android（アンドロイド）は、Googleが開発したオペレーティングシステム（OS）で、主にスマートフォンやタブレットなどのモバイルデバイスに使用されます。,2023-08-03 15:30:45
59,Gmail（ジーメール）は、Googleのフリーメールサービスである。2004年4月1日に提供を開始した。,2023-08-03 15:30:45
60,HttpClientクラス(System.Net. Http)は、C#でHTTP要求を行う場合に利用します。 他にもHTTP要求を行うためのWebClientクラスがありますが、HttpClientを使うことがMicrosoftからも推奨されています。,2023-08-03 15:30:45
61,気象データとは、気象庁が観測している地球の様子を表すデータのことです。 雨、雲、風、波など、大気や海洋で確認できる現象を、データとして取得します。 取得したデータを元に、スーパーコンピューターが解析し、未来の天気情報を予測することが可能です。,2023-08-03 15:30:45
62,分析 は、ある物事を分解して、それらを成立させている成分・要素・側面を明らかにすること。,2023-08-03 15:30:45
63,Linux（リナックス、他の読みは後述）とは、狭義にはUnix系オペレーティングシステムカーネルであるLinuxカーネルを指し、広義にはそれをカーネルとして周辺を整備したシステム全体のことをいう（GNU/Linuxも参照）。,2023-08-03 15:30:45
64,「新卒エンジニア」とは、大学や専門学校を卒業したばかりで、プロフェッショナルとしての経験が限られている若手のエンジニアを指します。新卒エンジニアは、学校で学んだ知識や基本的なスキルを基にして、実務での経験を積みながら成長していく段階です。,2023-08-03 15:30:45
65,Wine （ワイン）は、オープンソースの Windows API 実装を通じて、主としてx86アーキテクチャ上のUnix系オペレーティングシステム (POSIX準拠OS) においてWindows用アプリケーションをネイティブ動作させることを目標とするプログラム群である。,2023-08-03 15:30:45
66,Steam（スチーム）は、PCゲーム・PCソフトウェアおよびストリーミングビデオのダウンロード販売とハードウェアの通信販売、デジタル著作権管理、マルチプレイヤーゲームのサポート、ユーザーの交流補助を目的としたプラットフォーム。開発および運営は、Valve Corporationが行っている。,2023-08-03 15:30:45
67,複数のコンピュータを一組のキーボード、ディスプレイ、マウスから操作できるようにするための接続機器のこと。 キーボードなどをコンピュータの台数分用意する無駄を省くことができ、スペースや設備費用の削減につながる。 KVMはKeyboard Video (Visual unit) Mouseの略。,2023-08-03 15:30:45
68,LangChainとは、LLMを用いたアプリケーション開発を効率的に行うためのライブラリです。 機械学習分野で最も人気のあるPython言語用に提供されています。,2023-08-03 15:30:45
69,初心者向け（Beginner-Friendly）とは、特定のトピック、技術、プロダクト、またはアクティビティにおいて、初めて取り組む人や経験が浅い人に向けて配慮されたアプローチ、教材、リソース、ツールなどを指します。,2023-08-03 15:30:45
70,BootstrapはウェブサイトやWebアプリケーションを作成するフロントエンドWebアプリケーションフレームワークである。タイポグラフィ、フォーム、ボタン、ナビゲーション、その他構成要素やJavaScript用拡張などが、HTMLおよびCSSベースのデザインテンプレートとして用意されている。,2023-08-03 15:30:45
71,FORTRAN（Fortran、フォートラン）は、1954年にIBMのジョン・バッカスが考案して広く使われた、コンピュータ用で世界最初の高水準言語である。,2023-08-03 15:30:45
72,プルリクエストとは簡単に言うと、開発者のローカルリポジトリでの変更を他の開発者に通知する機能です。 プルリクエストは次のような機能を提供します。 機能追加や改修など、作業内容をレビュー・マージ担当者やその他関係者に通知します。 ソースコードの変更箇所をわかりやすく表示します。,2023-08-03 15:30:45
73,httpd(エイチティーティーピーディー)とは【Hyper Text Transfer Protocol Daemon：ハイパーテキスト・トランスファー・プロトコル・デーモン】の略称で、UNIXシステムにおいて常駐するWebサーバーのプログラムの総称です。,2023-08-03 15:30:45
74,ES2015とは2015年に公表されたECMAScriptのJavascriptの仕様のことをさします。,2023-08-03 15:30:45
75,CUDA とは、NVIDIAが開発・提供している、GPU向けの汎用並列コンピューティングプラットフォーム（並列コンピューティングアーキテクチャ）およびプログラミングモデルである。専用のC/C++コンパイラ (nvcc) やライブラリ (API) などが提供されている。なおNVIDIA製GPUにおいては、OpenCL/DirectComputeなどの類似APIコールは、すべて共通のGPGPUプラットフォームであるCUDAを経由することになる。,2023-08-03 15:30:45
76,検索とは、同種のものの集まりの中から目当てのものを探し出すこと。 IT分野では、データの集合の中から指定した条件を満たすデータを探す処理や操作を指すことが多い。,2023-08-03 15:30:45
77,AtCoder（アットコーダー）とは、「競技プログラミング」と呼ばれるコンピュータプログラムのコンテストを行うサービス、および高橋直大が代表を務めるその運営会社を指す。,2023-08-03 15:30:45
78,VMware ESXi（ヴイエムウェア・イーエスエックスアイ、主にイーエスエックスアイと通称）は、VMware が仮想コンピュータを導入して提供するために開発したエンタープライズクラスのハイパーバイザである。以前の製品名は「ESX」。,2023-08-03 15:30:45
79,S3はAWSが提供するクラウドサービスの1つです。 Amazon Simple Storage Serviceの略称で、どこからでも好きな容量のデータを保存と取得ができるオブジェクトストレージです。,2023-08-03 15:30:45
80,キャラクタユーザインタフェース 、キャラクタベースユーザインタフェース 、コンソールユーザインタフェース 、またはコマンドラインインタフェース は、キーボード等からの文字列を入力とし、文字列が表示されるウィンドウや古くはラインプリンタで印字される文字などを出力とする、ユーザインタフェースの様式である。キャラクタユーザインタフェースの語は日本語での使用が主流であり英語圏では『command line interface』が主流である。もっぱらグラフィカルユーザインタフェース (GUI) の対義語として使われる。,2023-08-03 15:30:45
81,「Aurora」は「Amazon Relational Database Service (RDS)」を使用した完全マネージド型のデータベースサービスであり、「リカバリやソフトウェアパッチ適用、モニタリング」などの各データベース管理タスクを自動で実行することができます。,2023-08-03 15:30:45
82,"デバッグ（debug）とは、プログラム内の誤り（バグ, bug）を見つけて意図した通りの動作に修正するする作業のことです。 debugは、虫を意味するバグ（bug）に接頭辞 deをつけ、除虫するという意味から、実際に機械の中に小さい虫が入り込み、それが原因でコンピュータが故障したという事例があります。",2023-08-03 15:30:45
83,特異値分解 とは線形代数学における複素数あるいは実数を成分とする行列に対する行列分解の一手法であり、Autonneによって導入された。悪条件方程式の数値解法で重宝するほか、信号処理や統計学の分野で用いられる。特異値分解は、行列に対するスペクトル定理の一般化とも考えられ、正方行列に限らず任意の形の行列を分解できる。,2023-08-03 15:30:45
84,ゲームプログラマは、企画書や仕様書に基づいてプログラミングを行い、ゲームを制作する職種です。,2023-08-03 15:30:45
85,Agora（agora io sdk）は、自社開発のスマートフォン・PCアプリやWebサイトに、カスタマイズしたビデオ・音声通話やライブ配信をかんたんに実装できるSDKです。,2023-08-03 15:30:45
86,NTPとは、「Network Time Protocol」の略語です。 NTPサーバは、あらゆる機器の時刻情報を同期するためのプロトコル（通信の手順や約束事を定めた規格）のことです。 コンピューターだけではなく、ルーター、サーバ、各種スイッチなどに正しい時刻情報を取得・配信できます。,2023-08-03 15:30:45
87,資格 とは、ある行為を行うために必要もしくは相応しいとされる地位や立場や、組織内での地位、または仕事として任務に就くために必要な条件のことである。,2023-08-03 15:30:45
88,Protocol Buffersはさまざまな構造化データを言語に非依存な形で定義し、利用するためのソフトウェア。 JavaやC++、Pythonで利用でき、定義したデータは各言語のクラスライブラリにコンパイルされるという。,2023-08-03 15:30:45
89,LVM（logical volume manager）とは、複数のハードディスクやパーティションにまたがった記憶領域をひとつのボリュームグループにまとめ、単一の論理ボリューム（LV）として扱うことのできるディスク管理機能です。 主にLinuxをはじめとしたUNIX系のOSで利用できる機能の1つです。,2023-08-03 15:30:45
90,ツールとは、プログラム作成に補助的に用いられるプログラムのことである。 なお、比較的規模の小さいプログラムをユーティリティと呼ぶが、広義ではユーティリティとほぼ同義に、目的を絞った単機能のプログラム全般を指す。,2023-08-03 15:30:45
91,Unityとはユニティ・テクノロジーズ社が開発したゲーム開発プラットフォームです。 iOSやAndroid、xboxやPlayStation4などの様々なプラットフォームでの開発に対応しています。,2023-08-03 15:30:45
92,紙。,2023-08-03 15:30:45
93,文系と理系（ぶんけいとりけい）とは、学問分野、人物、性格などの大まかな分類である。それぞれ文科系（ぶんかけい）、理科系（りかけい）とも呼ばれ、両者を合わせて文理（ぶんり）という。,2023-08-03 15:30:45
94,シスコシステムズ は、アメリカ合衆国カリフォルニア州サンノゼに本社を置く、世界最大のコンピュータネットワーク機器開発会社である。Cisco（シスコ）の略称で呼ばれることが多い。,2023-08-03 15:30:45
95,電子メール（でんしメール）あるいはEメール は、コンピュータネットワークを使用して、まるで郵便による手紙のように文章（や添付したファイルや写真データなど）のやりとりをすること、およびその技術。,2023-08-03 15:30:45
96,複数のコンテナを定義して、操作するためのツール。 例えば、コンテナ内でサーバーやDB、PG言語を定義したとき、その環境を用意してくれるのがDocker-Compose。 Docker-Composeを使うことで初めてDockerの恩恵を受けることができる。,2023-08-03 15:30:45
97,Daprは、クラウドとエッジで動作する、耐障害性のあるステートレス、またはステートフルなマイクロサービスアプリケーションの構築を容易にする、移植可能でイベント駆動型のオープンソースサーバレスランタイム。,2023-08-03 15:30:45
98,axiosとは、簡単にHTTPリクエストのやり取りができるPromiseベースのライブラリです。 非同期にHTTPメソッド(GET・POST・PUT・DELETE通信等)を取り扱えるので非常に便利です。,2023-08-03 15:30:45
99,バッチファイル とは、MS-DOS、OS/2、Windowsでのコマンドプロンプト（シェル）に実行させたい命令列をテキストファイルに記述したもの。バッチファイルを実行すると、シェルプログラム（一般にCOMMAND.COMやcmd.exe）がそのファイルを読み、その中のコマンドを（通常）一行ずつ実行する。バッチファイルはUNIX系オペレーティングシステムのシェルスクリプトに相当する。,2023-08-03 15:30:45
100,エンドツーエンド（end-to-end）とは「端から端まで」を意味する英語であり、略してE2E（イーツーイー）と呼ばれることもあります。 通信・ネットワーク分野においては、通信を行う二者を結ぶ経路全体、もしくはその両端を示します。 コンピュータネットワークの設計思想の一つに「エンドツーエンドの原則」があります。,2023-08-03 15:30:45
101,Xcode（エックスコード）は、ソフトウェアを開発するためのAppleの統合開発環境 (IDE) であり、かつてはMac OS Xに付属する形で配布されていた。Mac OS X v10.3のリリースと共に2003年10月24日に初めて紹介されたこのソフトは、NeXTの資産を受け継ぐMac OS Xの初期IDE「Project Builder」を進化させる事となった。,2023-08-03 15:30:45
102,"Node-REDは、IoT向けのノンプログラミング開発環境としてIBMにより開発されたビジュアルプログラミング環境です。 現在はオープンソースソフトウエアとして、Linux Foundationの管理下にあります。 現在、毎月約60,000回のダウンロード数があり、総ダウンロード数は1,000万を超えています。",2023-08-03 15:30:45
103,Swingは、プログラミング言語 Java のGUIツールキットである。Oracle社のJava Foundation Classesの一部であり、同じくJavaの GUI ツールキットである AWT を拡張したもの。Javaプログラムにグラフィカルユーザインタフェース(GUI)を提供するAPIである。,2023-08-03 15:30:45
104,SQLAlchemyとは、Pythonで利用されるORM(Object Relational Mapping)の1つです。 ORMは、リレーショナルデータベース(RDB)とオブジェクト指向プログラミング間の違いを吸収してくれるライブラリのことで、SQL文を書かずにデータベースを簡単に操作できます。,2023-08-03 15:30:45
105,"数学における複素数（ふくそすう、 とは、2つの実数 a, b と虚数単位 i = √−1 を用いてz = a + bi",2023-08-03 15:30:45
106,仮想通貨 とは、デジタル通貨の一種であり、規制を受けておらず、開発者により発行され、通常コントロールもされており、特定の仮想コミュニティ内で受け入れられ、使用されているものである。,2023-08-03 15:30:45
107,Athenaとは、情報の送り手と受け手の関係性が固定されておらず相互にやり取りができる処理情報サービスです。 Athenaによって、Amazon S3 内のデータを標準 データフォーマット を使用して分析することができます。 Athenaを活用することで、情報処理業務にいくつかのメリットをもたらします,2023-08-03 15:30:45
108,Raspberry Piとは、一枚の電子基板にコンピュータとして最低限必要な要素を実装したシングルボードコンピュータの一つ。 英ラズベリーパイ財団（Raspberry Pi Foundation）が設計情報を公開し、提携メーカーが実際の製品を製造・販売している。,2023-08-03 15:30:45
109,異常検知 や外れ値検知 とは、データマイニングにおいて、期待されるパターンまたはデータセット中の他のアイテムと一致しないアイテムやイベントや観測結果を識別すること。何が異常であるかを定義するのは、タスク次第ではあるものの、Varun Chandolaらは異常というのは通常の動作として明確に定義された概念に準拠しないデータパターンである定義している。各タスクに適用すると通常、異常とは銀行詐欺、クレジットカード不正利用、構造欠陥、医学的な問題、文書中の誤り検出、不審な行動検出、機械の故障検知などの問題に翻訳する。なお、異常（anomaly）は、外れ値（outlier）、珍しい物（novelty）、雑音（noise）、変動（deviation）、例外（exception）などとも呼ばれる。,2023-08-03 15:30:45
110,「XAMPP（ザンプ）」とは「Apache Friends」が開発元の、Web開発に必要なフリーソフトをまとめて扱うパッケージソフトウェアです。,2023-08-03 15:30:45
111,,2023-08-03 15:30:45
112,スマートホームとは、IoTやAIの技術を活用し、スマートフォンやAIスマートスピーカーなどの制御デバイス、テレビ、照明器具などの生活家電やエアコン、給湯器、スマートロック、インターホン、シャッター、換気システムなどの住宅設備などのデバイスを接続し、より快適な生活を実現する住宅のことで、スマートホームに対応した住宅をIoT住宅、またスマートホームに対応したマンションをIoTマンションと呼称することもある。,2023-08-03 15:30:45
113,スマートフォン は、モバイル向けオペレーティングシステムを備えた携帯電話の総称である。,2023-08-03 15:30:45
114,DAO(Data Access Object)パターンとはデータベースへのアクセスを行うクラスを作り、そのクラスを通してデータベースへアクセスするデザインパターンです。,2023-08-03 15:30:45
115,コンパイルとは、特定のプログラミング言語を用いて記述されたコンピュータープログラムを他の言語 (普通はコンピューターが実行できるバイナリ言語) を用いて記述された同じプログラムに形を変えることである。 コンパイラーはこのタスクを実行するソフトウェアです。,2023-08-03 15:30:45
116,Vim（ヴィム。「ヴィアイエム」という読み方は誤り）は、vi から派生し、発展した高機能なテキストエディタである。,2023-08-03 15:30:45
117,プログラミングにおけるスコープとは、ソースコード内の変数や関数が利用できる領域のこと。 一方でプロジェクトマネジメントにおけるスコープとは、プロジェクトで実施する作業や範囲、期限を表す言葉です。 プログラミングではスコープと呼ばれる領域内でのみ、変数の値の読み書きや、関数の呼び出しを行ないます。,2023-08-03 15:30:45
118,Azure Logic Appsは、企業や組織の間でアプリケーションやデータ、システム、サービスなどを統合する際に使用できるAzureのサービスです。 Azure Logic Appsでは、コネクタを繋いで処理フローを作成することで統合アプリケーションを作成していきます。,2023-08-03 15:30:45
119,リバースプロキシ または逆プロキシは、特定のサーバへのリクエストが必ず通過するように設置されたプロキシサーバである。一般的なプロキシとは逆で、不特定多数のクライアントのアクセスに備えて特定のサーバー専用に設けられる。クライアントに取ってはサービスの窓口として機能し、普通はクライアントがリバースプロキシを意識することはない。,2023-08-03 15:30:45
120,Autoware（オートウェア）はオープンソースの自動運転車用オペレーティング・システム。LinuxとROSをベースにしている。,2023-08-03 15:30:45
121,「おうちハック」とは、「おうちをより快適にするために、IoTガジェットや基盤を使っておうちをカスタマイズする」こと。,2023-08-03 15:30:45
122,AR（Augmented Reality）とは、仮想空間の情報やコンテンツを現実世界に重ね合わせて表示することなどにより、現実を拡張する技術や仕組みを指します。 日本語では拡張現実と呼ばれます。,2023-08-03 15:30:45
123,地理空間情報 とは、地理・空間に関係づけられた情報を指す。「地理情報」、「空間情報」もほぼ同義である。,2023-08-03 15:30:45
124,学生（がくせい、student）とは、主に学校やその他の教育機関に入学して、知識を習得し、職能を開発し、特定分野での雇用を得やすくすることを目的に学習している者である。広義における学生は、実務において基礎的または決定的になる修得すべき事柄に、集中的かつ知的に取り組んでいる者である。,2023-08-03 15:30:45
